1,"Adventure, Exploration, Fantasy, Fighting, Miniatures"
2,"Environmental, Medical"
3,"Card Game, Civilization, Economic"
4,"Economic, Environmental, Industry / Manufacturing, Science Fiction, Territory Building"
5,"Modern Warfare, Political, Wargame"
6,"Fighting, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame"
7,"Civilization, Economic, Fighting, Miniatures, Science Fiction, Territory Building"
8,"Civilization, Economic, Fantasy, Territory Building"
9,American West
10,"Adventure, Card Game, Exploration, Horror, Science Fiction"
11,"Civilization, Economic, Science Fiction, Territory Building"
12,"Dice, Medieval, Territory Building"
13,"Ancient, Card Game, City Building, Civilization"
14,"Adventure, Fantasy, Fighting, Miniatures, Novel-based, Territory Building, Wargame"
15,"Animals, Economic, Fantasy, Farming"
16,"City Building, Economic, Farming"
17,"Animals, Economic, Farming"
18,"Adventure, Exploration, Fantasy, Fighting"
19,"Economic, Farming"
20,"Adventure, Card Game, Collectible Components, Fantasy, Horror, Novel-based"
21,"Adventure, Exploration, Fantasy, Fighting, Horror, Miniatures, Murder/Mystery, Puzzle"
22,"Ancient, Economic, Nautical"
23,"Fantasy, Fighting, Miniatures, Mythology"
24,"Fantasy, Fighting, Miniatures, Video Game Theme"
25,"Adventure, Fighting, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame"
26,"Medieval, Religious, Travel"
27,"Civilization, Economic"
28,"Economic, Industry / Manufacturing"
29,"Economic, Industry / Manufacturing, Medieval, Puzzle"
30,"Civilization, Economic, Negotiation, Political, Science Fiction, Space Exploration, Wargame"
31,"Civilization, Fighting, Science Fiction, Space Exploration, Wargame"
32,"Environmental, Exploration, Medical"
33,"Adventure, Fantasy, Horror, Mature / Adult, Miniatures, Mythology"
34,"Economic, Industry / Manufacturing, Transportation"
35,"Adventure, Exploration, Fighting, Novel-based"
36,"City Building, Economic, Industry / Manufacturing, Nautical"
37,"Ancient, Civilization, Economic, Farming, Mythology"
38,"Bluffing, Card Game, Collectible Components, Science Fiction"
39,"Dice, Economic, Medieval, Travel"
40,Abstract Strategy
41,"City Building, Economic, Nautical, Renaissance, Territory Building"
42,"Card Game, Deduction, Party Game, Spies/Secret Agents, Word Game"
43,"Age of Reason, Environmental, Fantasy, Fighting, Mythology, Renaissance, Territory Building"
44,"City Building, Economic, Medieval"
45,"Adventure, Fantasy, Fighting, Horror, Novel-based"
46,"Adventure, Mature / Adult, Puzzle, Science Fiction"
47,"Card Game, Civilization, Economic, Science Fiction, Space Exploration"
48,"Civilization, Negotiation, Political, Science Fiction, Space Exploration, Wargame"
49,"City Building, Fantasy"
50,"Animals, Arabian, Fantasy, Mythology"
51,"Animals, Environmental, Prehistoric"
52,"Bluffing, Fantasy, Miniatures, Mythology, Negotiation, Wargame"
53,"Economic, Farming, Industry / Manufacturing"
54,Renaissance
55,"Abstract Strategy, Puzzle"
56,Economic
57,"Card Game, Medieval"
58,"Civilization, Dice, Economic, Science Fiction, Space Exploration"
59,"Adventure, Fantasy"
60,"Bluffing, Deduction, Movies / TV / Radio theme, Political, Science Fiction, Space Exploration, Spies/Secret Agents"
61,"Aviation / Flight, Bluffing, Collectible Components, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame"
62,"Bluffing, Deduction, Horror, Zombies"
63,"Deduction, Murder/Mystery, Novel-based, Post-Napoleonic, Spies/Secret Agents"
64,"Dice, Economic, Medieval"
65,"Ancient, Civilization, Territory Building"
66,"Industry / Manufacturing, Trains"
67,"Ancient, Political"
68,Medical
69,"Abstract Strategy, Ancient, Mythology"
70,Action / Dexterity
71,"Economic, Science Fiction"
72,"Ancient, Fighting, Miniatures, Mythology"
73,"Dice, Prehistoric"
74,"Deduction, Fantasy"
75,Post-Napoleonic
76,"Bluffing, Fighting, Miniatures, Science Fiction, Wargame"
77,"Adventure, Fantasy, Miniatures, Novel-based, Territory Building, Wargame"
78,"Bluffing, Fantasy, Negotiation, Novel-based, Political, Wargame"
79,"Adventure, Fantasy, Fighting, Miniatures"
80,"Bluffing, Card Game, Deduction, Fantasy, Medieval, Negotiation, Party Game, Spies/Secret Agents"
81,"Card Game, Fighting, Science Fiction"
82,"Card Game, Fighting, Horror, Movies / TV / Radio theme, Science Fiction"
83,"City Building, Economic, Industry / Manufacturing, Medieval, Religious, Territory Building"
84,"Trains, Travel"
85,"Fantasy, Fighting, Horror, Mythology, Wargame"
86,"City Building, Economic"
87,"Trains, Transportation, Video Game Theme"
88,"Ancient, Wargame"
89,"Deduction, Fighting, Nautical, Real-time"
90,"Bluffing, Negotiation, Science Fiction, Space Exploration"
91,"Wargame, World War I"
92,"Wargame, World War II"
93,"Adventure, Card Game, Collectible Components, Fantasy, Novel-based"
94,"Animals, Card Game"
95,"Economic, Farming, Nautical, Renaissance"
96,"Adventure, Dice, Fantasy, Fighting, Medieval, Mythology"
97,"Adventure, Fantasy, Fighting, Horror, Medieval, Miniatures, Zombies"
98,"Trains, Transportation, Travel"
99,"Farming, Medieval"
100,"Economic, Trains, Transportation"
101,"Card Game, Economic, Renaissance"
102,"Deduction, Word Game"
103,"Ancient, Card Game, Miniatures, Mythology"
104,"Miniatures, Wargame, World War II"
105,"City Building, Renaissance"
106,Card Game
107,"City Building, Economic, Political"
108,"Card Game, Comic Book / Strip"
109,"Medieval, Nautical"
110,"Humor, Real-time, Science Fiction, Space Exploration, Transportation"
111,"Economic, Medieval, Territory Building"
112,"Ancient, City Building, Civilization, Fighting, Miniatures, Mythology, Nautical"
113,"Fantasy, Miniatures, Wargame"
114,"Ancient, Mythology"
115,"American West, Racing"
116,"Animals, Fantasy, Humor"
117,"City Building, Medieval, Territory Building"
118,"Civilization, Exploration, Renaissance, Video Game Theme"
119,"Ancient, Political, Wargame"
120,"Card Game, Fantasy, Fighting"
121,"Economic, Nautical, Political"
122,"Civil War, Renaissance, Wargame"
123,"Card Game, Party Game"
124,"Adventure, Exploration"
125,"Adventure, Fantasy, Fighting, Wargame"
126,"Bluffing, Deduction, Horror, Mature / Adult, Science Fiction, Zombies"
127,"Electronic, Real-time, Science Fiction, Space Exploration"
128,"Ancient, Card Game, City Building, Economic"
129,"Dice, Puzzle"
130,"Economic, Territory Building"
131,"Card Game, Collectible Components, Fantasy, Fighting"
132,"Adventure, Book, City Building, Economic, Exploration, Fantasy, Farming, Negotiation"
133,"Deduction, Murder/Mystery, Party Game"
134,Dice
135,Political
136,"Card Game, Dice, Fantasy"
137,"Adventure, Exploration, Fighting, Miniatures, Science Fiction, Space Exploration, Transportation"
138,"Dice, Science Fiction"
139,"Economic, Exploration, Nautical, Renaissance"
140,"Card Game, Humor, Party Game"
141,"Economic, Fighting, Nautical, Political"
142,"Card Game, Science Fiction"
143,"Bluffing, Deduction, Murder/Mystery, Party Game, Spies/Secret Agents"
144,"Negotiation, Political, Religious, Renaissance, Wargame"
145,"Card Game, Fantasy, Science Fiction"
146,"Adventure, Deduction, Fighting, Horror, Novel-based"
147,"Abstract Strategy, Medieval"
148,"Adventure, Exploration, Mature / Adult, Modern Warfare, Video Game Theme"
149,none
150,"City Building, Civilization, Exploration, Negotiation, Video Game Theme"
151,"Bluffing, Card Game, Deduction, Negotiation, Party Game, Science Fiction, Spies/Secret Agents"
152,"Abstract Strategy, Ancient"
153,"Animals, Farming"
154,"Ancient, Card Game, Deduction"
155,"Collectible Components, Fighting, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame"
156,"City Building, Fantasy, Medieval, Territory Building"
157,"Economic, Fantasy, Fighting, Humor"
158,"Bluffing, Deduction, Murder/Mystery, Post-Napoleonic"
159,"Fantasy, Fighting, Territory Building"
160,"Economic, Negotiation, Political"
161,"Bluffing, Card Game, Deduction, Humor, Party Game, Political, Print & Play, World War II"
162,"Deduction, Puzzle, Real-time"
163,"Fantasy, Fighting, Horror, Mythology"
164,Science Fiction
165,"Horror, Adventure, Fantasy, Fighting, Miniatures"
166,"Collectible Components, Expansion for Base-game, Fantasy, Fighting, Miniatures, Sports"
167,"Card Game, City Building, Dice, Economic, Renaissance"
168,"Age of Reason, Economic"
169,"Exploration, Maze, Spies/Secret Agents"
170,"Adventure, Nautical, Pirates, Transportation"
171,"Card Game, Fighting"
172,"Card Game, Deduction, Party Game, Spies/Secret Agents"
173,"Exploration, Nautical, Renaissance"
174,"Abstract Strategy, Animals"
175,"Civilization, Dice, Economic, Environmental, Industry / Manufacturing"
176,"Fighting, Science Fiction"
177,"Card Game, Economic, Medieval"
178,"City Building, Civilization, Economic, Environmental, Medieval"
179,"Ancient, City Building, Civilization, Economic, Exploration, Medieval, Territory Building"
180,"Card Game, Deduction, Renaissance"
181,"Animals, Environmental, Farming, Territory Building"
182,"Exploration, Territory Building"
183,"Aviation / Flight, Economic, Fighting, Industry / Manufacturing, Negotiation, World War II"
184,"Economic, Renaissance"
185,"Bluffing, Fighting, Negotiation, Novel-based, Political, Science Fiction"
186,"Economic, Medieval"
187,"Fantasy, Fighting, Horror, Miniatures"
188,"Card Game, Economic"
189,"Humor, Party Game, Real-time"
190,"Fighting, Miniatures, Science Fiction, Wargame"
191,"Dice, Fighting, Movies / TV / Radio theme, Science Fiction"
192,"Ancient, Civilization, Economic, Negotiation"
193,"Card Game, City Building, Economic"
194,"Adventure, Animals, Bluffing, Nautical"
195,"Dice, Science Fiction, Space Exploration"
196,"Economic, Medieval, Novel-based, Religious"
197,"Age of Reason, Card Game, Economic"
198,"Science Fiction, Wargame"
199,"Animals, Card Game, Educational, Environmental, Fighting, Prehistoric"
200,Fantasy
201,"Card Game, Fantasy, Fighting, Sports"
202,"Aviation / Flight, Collectible Components, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame"
203,"Dice, Nautical"
204,"Age of Reason, American Indian Wars, Card Game, Territory Building, Wargame"
205,"Bluffing, Card Game, Humor, Medieval, Negotiation, Novel-based, Party Game"
206,"City Building, Environmental"
207,Medieval
208,"Age of Reason, American Indian Wars, American Revolutionary War, Educational, Wargame"
209,"Fantasy, Fighting, Miniatures, Sports, Wargame"
210,"Fantasy, Medieval, Miniatures, Wargame"
211,"Age of Reason, Negotiation, Political, Wargame"
212,"Card Game, City Building, Economic, Science Fiction"
213,Adventure
214,"Adventure, Bluffing, Deduction, Fantasy, Movies / TV / Radio theme, Novel-based"
215,"Ancient, Economic"
216,"Dice, Environmental, Medical"
217,"Adventure, Fantasy, Science Fiction"
218,"Bluffing, Card Game, Deduction, Horror, Party Game"
219,"Nautical, Renaissance"
220,"City Building, Dice, Fantasy, Medieval"
221,"Adventure, Fantasy, Fighting, Miniatures, Science Fiction"
222,"City Building, Civilization, Economic, Industry / Manufacturing, Transportation"
223,"Card Game, Comic Book / Strip, Fighting"
224,"Movies / TV / Radio theme, Science Fiction, Space Exploration, Travel"
225,"Card Game, Real-time"
226,"Adventure, Bluffing, Fighting, Miniatures, Science Fiction, Spies/Secret Agents, Zombies"
227,"Card Game, Deduction, Memory"
228,"Adventure, American West, Exploration, Fighting, Horror, Miniatures"
229,"Ancient, Fighting, Miniatures, Movies / TV / Radio theme, Negotiation"
230,"Card Game, Civilization"
231,Negotiation
232,"Ancient, Farming"
233,"Civilization, Economic, Exploration, Nautical, Negotiation, Renaissance"
234,"Card Game, Movies / TV / Radio theme, Novel-based"
235,"Card Game, Collectible Components, Dice, Fighting, Movies / TV / Radio theme, Science Fiction"
236,"Dice, Fantasy"
237,"Adventure, Card Game, Fantasy, Fighting"
238,"Adventure, Fantasy, Fighting, Puzzle"
239,"Card Game, World War I"
240,"Card Game, Medieval, Religious"
241,"Card Game, Exploration"
242,"Humor, Movies / TV / Radio theme, Party Game"
243,"Dice, Economic, Farming, Nautical"
244,"Napoleonic, Wargame"
245,"American West, Fighting, Trains"
246,"Card Game, Pirates"
247,"Dice, Economic, Science Fiction"
248,"Aviation / Flight, Economic"
249,"Card Game, Racing, Sports"
250,"Horror, Mythology, Novel-based"
251,"Civilization, Mythology"
252,"Medieval, Wargame"
253,"Adventure, Card Game, Fighting, Novel-based, Pirates"
254,"Card Game, Print & Play, Word Game"
255,"Bluffing, Political"
256,"American Civil War, Economic, Educational, Political"
257,"Economic, Medieval, Nautical, Territory Building"
258,"Card Game, Collectible Components, Fantasy, Fighting, Medieval, Negotiation, Novel-based"
259,"Animals, Fighting, Science Fiction"
260,"Adventure, Arabian, Book, Exploration, Fantasy, Travel"
261,"Adventure, Exploration, Fantasy"
262,"Action / Dexterity, Children's Game, Party Game, Racing, Sports"
263,"Ancient, Card Game, Mythology"
264,"Bluffing, Card Game, City Building, Fantasy, Medieval"
265,"Adventure, Deduction, Fantasy, Medieval, Mythology"
266,"City Building, Environmental, Science Fiction, Territory Building"
267,"Card Game, Fantasy"
268,"Abstract Strategy, Economic, Environmental"
269,"Card Game, Mythology, Science Fiction"
270,"Adventure, Dice, Fantasy, Wargame"
271,"Adventure, Fantasy, Fighting, Miniatures, Novel-based"
272,"Horror, Miniatures, Zombies"
273,"Card Game, Economic, Humor"
274,Civilization
275,"Animals, Card Game, Educational, Environmental, Fighting, Prehistoric, Print & Play"
276,"Exploration, Fantasy, Humor, Maze, Party Game, Real-time"
277,"Bluffing, Exploration, Nautical, Pirates, Renaissance"
278,"Age of Reason, Civilization, Fighting, Political, Territory Building"
279,"Ancient, Dice, Fantasy"
280,"Maze, Miniatures, Racing, Science Fiction"
281,"American West, City Building, Economic"
282,"Exploration, Fighting, Science Fiction, Wargame"
283,Trains
284,"Civilization, Fighting, Miniatures, Science Fiction, Space Exploration, Territory Building, Video Game Theme, Wargame"
285,"Deduction, Murder/Mystery, Novel-based, Post-Napoleonic, Puzzle, Spies/Secret Agents"
286,"Civilization, Economic, Industry / Manufacturing, Transportation"
287,"Renaissance, Transportation"
288,"Ancient, Negotiation, Political, Wargame"
289,"Economic, Renaissance, Territory Building"
290,"Fighting, Miniatures, Science Fiction, Video Game Theme"
291,"Ancient, Negotiation"
292,Ancient
293,"City Building, Dice, Economic"
294,"Ancient, Card Game, Dice, Fighting, Miniatures, Mythology, Wargame"
295,"Nautical, Science Fiction"
296,"Adventure, Card Game, Exploration, Fantasy, Fighting"
297,"Dice, Economic, Territory Building"
298,"Card Game, Fantasy, Horror, Humor, Pirates, Prehistoric, Science Fiction, Spies/Secret Agents"
299,"City Building, Economic, Fantasy"
300,"Animals, Puzzle"
301,"Economic, Post-Napoleonic, Trains, Transportation"
302,"City Building, Economic, Negotiation"
303,"Card Game, Science Fiction, Sports"
304,"Card Game, Deduction"
305,"Card Game, Farming, Negotiation"
306,"Dice, Fighting, Science Fiction, Space Exploration"
307,"Card Game, Territory Building, Trains"
308,"Card Game, Civil War, Economic, Political, Post-Napoleonic, Wargame"
309,"Bluffing, Card Game, Deduction, Party Game, Political"
310,Puzzle
311,"Adventure, Fantasy, Fighting, Miniatures, Novel-based, Wargame"
312,"Adventure, Racing"
313,"Ancient, Exploration, Travel"
314,"Economic, Mafia, Movies / TV / Radio theme"
315,"Animals, Dice, Racing"
316,"Adventure, American West, Exploration, Horror, Miniatures"
317,"Card Game, Wargame, World War II"
318,"Card Game, Dice, Fantasy, Fighting"
319,"Deduction, Fighting, Miniatures, Science Fiction, Spies/Secret Agents"
320,"Humor, Party Game"
321,Prehistoric
322,"Arabian, City Building, Medieval"
323,"Bluffing, Deduction, Humor, Party Game, Spies/Secret Agents"
324,"Ancient, Civilization, Economic, Mythology, Wargame"
325,"Fantasy, Religious"
326,"Ancient, Card Game"
327,"City Building, Fantasy, Novel-based"
328,"Nautical, Pirates, Racing, Transportation"
329,"Card Game, Nautical, Pirates"
330,"Animals, Environmental, Farming"
331,"Fighting, Miniatures, Movies / TV / Radio theme, Science Fiction, Space Exploration"
332,"Fantasy, Puzzle"
